file,row_index,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
11.data,5,デビモン,devimon,Devimon,Devimon,・Death Claw,Dark Angel,3,1,3,20,5,2,119,119
11.data,6,バケモン,bakemon,Bakemon,Bakemon,・Hell's Hand・Death Charm,Ghost,3,1,4,15,4,2,119,119
11.data,7,バアルモン,baalmon,Baalmon,Baalmon,・Kamiuchi・Guiltish・Leak Information,Wizard,5,4,2,35,10,4,12,13
11.data,8,サイバードラモン（2010アニメ版）,cyberdramon-xwars,Cyberdramon_2010,Cyberdramon,・Erase Claw・Glutton Fang・Cyber Blader・Death Divider,Alien Humanoid,5,3,1,30,9,5,14,8
11.data,9,パンプモン,pumpmon,Pumpmon,Pumpkinmon,・Trick or Treat,Puppet,4,2,3,35,10,3,100,100
11.data,10,ヴァンデモン,vamdemon,Vamdemon,Myotismon,・Night Raid,Undead,4,1,1,30,9,4,103,103
11.data,11,ジョーカーモン,jokermon,Jokermon,Jokermon,・Lunatic Slash・Gaia Magicar,Wizard,5,1,0,35,8,5,12,2
11.data,12,ファントモン,fantomon,Fantomon,Phantomon,・Soul Chopper,Ghost,4,1,4,30,9,4,90,90
11.data,13,ノーブルパンプモン,noblepumpmon,Noblepumpmon,NoblePumpkinmon,・Trick or Treat Wallace・Atlantic Dam・Assam Ring Jack,Puppet,5,2,3,45,12,6,7,12
11.data,14,ピエモン,piemon,Piemon,Piedmon,・Trump Sword,Wizard,5,1,0,55,16,7,122,122
11.data,15,ベルゼブモン（2010アニメ版）,beelzebumon-xwars,Beelzebumon-Xwars,Beelzemon (2010 Anime Version),・Death the Cannon・Darkness Claw,Evil King,4,1,2,50,12,8,11,3
11.data,16,ネオヴァンデモン,neovamdemon,Neovamdemon,NeoMyotismon,・Nightmare Raid・Blue Obliteration・Doom Cannon,Undead,4,1,1,55,14,9,20,16
12.data,0,ボタモン,botamon,Botamon,Botamon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
12.data,1,コロモン,koromon,Koromon,Koromon,・Foam,Lesser,1,0,2,65535,65535,65535,65616,65616
12.data,2,アグモン,agumon,Agumon,Agumon,・Pepper Breath,Reptile,2,3,1,10,3,2,83,83
12.data,3,グレイモン,greymon-first,Greymon,Greymon,・Mega Flame,Dinosaur,3,3,1,25,5,3,83,83
12.data,4,シーラモン,coelamon,Coelamon,Coelamon,・Fossil Bite,Ancient Fish,3,2,2,20,4,3,114,114
12.data,5,オーガモン,orgemon,Orgemon,Ogremon,・Pummel Whack,Demon,3,1,0,20,5,2,93,93
12.data,6,アルゴモン,algomon-ultimate,Algomon_Ultimate,Argomon,・Imprisonment・Elimination Line・Worm Phase,Mutant,4,1,4,15,4,2,2,21
12.data,7,メタルグレイモン（ワクチン種）,metalgreymon-v,Metalgreymon-Va,MetalGreymon (Vaccine),・Trident Arm・Giga Destroyer・Giga Storm,Android,4,3,1,35,12,4,106,106
12.data,8,アンドロモン,andromon,Andromon,Andromon,・Gatling Missile・Spiral Sword,Android,4,3,3,30,10,3,91,91
12.data,9,アノマロカリモン,anomalocarimon,Anomalocarimon,Scorpiomon,・Stinger Surprise,Ancient Crustacean,4,2,4,35,10,3,90,90
12.data,10,マメモン,mamemon,Mamemon,Mamemon,・Smiley Bomb,Mutant,4,2,2,30,8,5,102,102
12.data,11,ネオデビモン,neodevimon,Neodevimon,NeoDevimon,・Guilty Claw,Dark Angel,4,1,0,35,10,3,20,3
12.data,12,メタルティラノモン,metaltyranomon,Metaltyranomon,MetalTyrannomon,・Giga DestroyerII・Nuclear Laser,Android,4,1,2,25,10,4,13,1
12.data,13,ウォーグレイモン,wargreymon,Wargreymon,WarGreymon,・Terra Force・Great Tornado,Dragon Man,5,3,1,45,14,5,95,95
12.data,14,オメガモン,omegamon,Omegamon,Omnimon,・Supreme Cannon・Transcendent Sword,Holy Knight,5,3,2,60,14,7,126,126
12.data,15,ブリッツグレイモン,blitzgreymon,Blitzgreymon,BlitzGreymon,・Plasma Stake・Thunder Vernier・Elec Guard,Android,5,1,3,50,12,6,6,13
12.data,16,ダンデビモン,donedevimon,Donedevimon,DoneDevimon,・Destruction Claw・Ultimate Flare・Mias-spew,Dark Angel,5,1,0,55,16,6,29,5
13.data,0,プニモン,punimon,Punimon,Punimon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
13.data,1,ツノモン,tunomon,Tunomon,Tsunomon,・Acid Bubbles,Lesser,1,0,2,65535,65535,65535,65616,65616
13.data,2,ガブモン,gabumon,Gabumon,Gabumon,・Blue Blaster,Reptile,2,2,1,10,3,2,84,84
13.data,3,ガルルモン,garurumon,Garurumon,Garurumon,・Fox Fire,Beast,3,3,1,25,5,3,84,84
13.data,4,ゴリモン,gorimon,Gorimon,Gorillamon,・Power Attack,Beast Man,3,2,2,20,4,3,85,85
13.data,5,ドクグモン,dokugumon,Dokugumon,Dokugumon,・Venom Blast,Insectoid,3,1,0,20,5,2,87,87
13.data,6,アルゴモン,algomon-ultimate,Algomon_Ultimate,Argomon,・Imprisonment・Elimination Line・Worm Phase,Mutant,4,1,4,15,4,2,2,21
13.data,7,ワーガルルモン,weregarrumon,Weregarurumon,WereGarurumon,・Wolf Claw,Beast Man,4,3,1,35,12,4,114,114
13.data,8,パロットモン,parrotmon,Parrotmon,Parrotmon,・Sonic Destroyer・Mjolnir Thunder,Giant Bird,4,3,3,30,10,3,92,92
13.data,9,バルブモン,valvemon,Valvemon,Bulbmon,・Mud Pump・Octagon Attack,Machine,4,2,4,35,10,3,21,2
13.data,10,ビッグマメモン,bigmamemon,Bigmamemon,BigMamemon,・Big Smiley Bomber,Mutant,4,2,2,30,8,5,145,145
13.data,11,オロチモン,orochimon,Orochimon,Orochimon,・Sake Breath・Ame no Murakumo,Dark Dragon,4,1,0,35,10,3,12,10
13.data,12,ワルシードラモン,waruseadramon,Waruseadramon,WaruSeadramon,・Darkstrom・Evil Icicle・Strange Mist,Aquatic,4,1,2,25,10,4,14,11
13.data,13,メタルガルルモン,metalgarurumon,Metalgarurumon,MetalGarurumon,・Freezing Breath・Garuru Tomahawk・Ice Wolf Claw,Android,5,2,1,45,14,5,84,84
13.data,14,オメガモン,omegamon,Omegamon,Omnimon,・Supreme Cannon・Transcendent Sword,Holy Knight,5,3,2,60,14,7,126,126
13.data,15,クーレスガルルモン,cresgarurumon,Cresgarurumon,CresGarurumon,・Yellow Beast Crescent Blade・Beast Cyclone・Fury: Ice Moon Fang,Beast Knight,5,2,3,50,12,6,22,8
13.data,16,ニーズヘッグモン,nidhoggmon,Nidhoggmon,Nidhoggmon,・Annihilention・Rudiment,Dark Dragon,5,1,0,55,16,6,11,16
14.data,0,ボタモン,botamon,Botamon,Botamon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
14.data,1,コロモン,koromon,Koromon,Koromon,・Foam,Lesser,1,0,2,65535,65535,65535,65616,65616
14.data,2,アグモン（黒）,agumon-black,Agumon-Black,Agumon (Black),・Pepper Breath,Reptile,2,1,1,10,3,2,0,0
14.data,3,グレイモン（青）,greymon_blue,Greymon_Blue,Greymon (Blue),・Mega Flame,Dinosaur,3,1,1,25,5,3,4,0
14.data,4,メタルグレイモン（ウィルス種）,metalgreymon-web,Metalgreymon-Vi,MetalGreymon (Virus),・Giga Destroyer,Android,4,1,1,35,12,4,106,106
14.data,5,ブラックウォーグレイモン,blackwargreymon,Blackwargreymon,BlackWarGreymon,・Dark Terra Force,Dragon Man,5,1,1,45,14,5,129,129
14.data,6,オメガモン ズワルト,omegamon_zwart,Omegamon_Zwart,Omnimon Zwart,・Supreme Cannon・Transcendent Sword,Holy Knight,5,3,2,60,14,7,12,2
15.data,0,プニモン,punimon,Punimon,Punimon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
15.data,1,ツノモン,tunomon,Tunomon,Tsunomon,・Acid Bubbles,Lesser,1,0,2,65535,65535,65535,65616,65616
15.data,2,ガブモン（黒）,gabumon_black,Gabumon_Black,Gabumon (Black),・Blue Blaster,Reptile,2,1,1,10,3,2,1,1
15.data,3,ガルルモン（黒）,garurumon_black,Garurumon_Black,Garurumon (Black),・Fox Fire,Beast,3,1,1,25,5,3,5,1
15.data,4,ワーガルルモン（黒）,weregarurumon_black,Weregarurumon_Black,WereGarurumon (Black),・Wolf Claw,Beast Man,4,1,1,35,12,4,24,4
15.data,5,メタルガルルモン（黒）,metalgarurumon_black,Metalgarurumon_Black,MetalGarurumon (Black),・Freezing Breath・Garuru Tomahawk・Ice Wolf Claw,Android,5,1,1,45,14,5,5,9
15.data,6,オメガモン ズワルト,omegamon_zwart,Omegamon_Zwart,Omnimon Zwart,・Supreme Cannon・Transcendent Sword,Holy Knight,5,3,2,60,14,7,12,2
16.data,0,ユキミボタモン,yukimibotamon,Yukimibotamon,YukimiBotamon,・Diamond Dust,Slime,0,0,2,65535,65535,65535,134,134
16.data,1,ヒヤリモン,hiyarimon,Hiyarimon,Hiyarimon,・Diamond Dust,Lesser,1,0,2,65535,65535,65535,65535,65535
16.data,2,ベアモン,bearmon,Bearmon,Bearmon,・Bear Fist,Beast,2,3,1,10,3,2,15,14
16.data,3,スノーゴブリモン,snowgoburimon,Snowgoburimon,SnowGoblimon,・Snow Goblin Volt,Demon,2,1,2,10,3,2,35,7
16.data,4,チャックモン,chackmon,Chackmon,Kumamon,・Frozen Tundra・Snow Bomber,Beast Man,8,6,3,25,5,3,22,7
16.data,5,グリズモン,gryzmon,Gryzmon,Grizzlymon,・Maul Attack,Beast,3,3,1,20,5,2,24,4
16.data,6,アイスモン,icemon,Icemon,Icemon,・Iceball Bomb,Ice-Snow,3,2,3,15,4,2,22,1
16.data,7,モジャモン,mojyamon,Mojyamon,Mojyamon,・Icicle Rod・Boomerang Bone,Rare Animal,3,3,2,20,4,3,124,124
16.data,8,ダイペンモン,daipenmon,Daipenmon,DaiPenmon,・Blue Hawaii Death・Strawberry Death,Android,8,6,4,30,9,4,22,7
16.data,9,ブリザーモン,blizzarmon,Blizzarmon,Korikakumon,・Avalanche Step・Glacier Torpedo,Beast,8,6,1,30,8,5,12,8
16.data,10,パンジャモン（Ｘ抗体）,panjyamon_x,Panjyamon_X,IceLeomon (X Antibody),・Fist of Ice・Snow Fireworks,Beast Man,4,3,0,30,10,4,17,8
16.data,11,ナノモン,nanomon,Nanomon,Datamon,・Digital Bomb,Machine,4,1,0,35,8,4,96,96
16.data,12,アスタモン,astamon,Astamon,Astamon,・Mad Dog Fire・Maverick,Wizard,4,1,1,35,10,4,23,21
16.data,13,オレーグモン,olegmon,Olegmon,Olegmon,・Dual Tomahawk Boomerang・Viking Vuffet・Age of Discovery・Dream Comes True,Sea Beast,4,3,2,45,12,6,12,8
16.data,14,フロスベルグモン,frosvelgrmon,Frosvelgrmon,FrosVelgrmon,・Innocence Blizzard・Freezing Ray・Ruin Reverb,Giant Bird,5,1,0,50,16,8,38,10
16.data,15,エンシェントメガテリウモン,ancientmegatheriumon,Ancientmegatheriumon,AncientMegatheriummon,・Freezing Blizzard・Great Snowplow,Ancient Beast,5,2,3,60,14,7,5,4
16.data,16,デュナスモン,dynasmon,Dynasmon,Dynasmon,・Dragon's Roar・Wyvern's Breath,Holy Knight,5,2,0,50,12,8,10,17
17.data,0,ジャリモン,jyarimon,Jyarimon,Jyarimon,・Heated Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
17.data,1,ギギモン,gigimon,Gigimon,Gigimon,・Hot Bite,Lesser,1,0,2,65535,65535,65535,65535,65535
17.data,2,ギルモン,guilmon,Guilmon,Guilmon,・Rock Breaker・Fire Ball,Reptile,2,1,3,10,3,2,0,0
17.data,3,シーサモン,siesamon,Siesamon,Seasarmon,・Ancient Firewall・Tiida Iya,Holy Beast,3,3,2,20,4,3,10,18
17.data,4,グラウモン（橙）,growmon_orange,Growmon_Orange,Growlmon (Orange),・Plasma Blade・Exhaust Flame,Dark Dragon,3,2,3,25,5,2,4,0
17.data,5,グラウモン,growmon,Growmon,Growlmon,・Plasma Blade・Exhaust Flame,Dark Dragon,3,1,1,25,4,3,4,0
17.data,6,デビドラモン,devidramon,Devidramon,Devidramon,・Crimson Claw,Evil Dragon,3,1,4,15,4,3,98,98
17.data,7,ヴァジラモン,vajramon,Vajramon,Vajramon,・Rodha,Holy Beast,4,3,0,35,9,4,12,6
17.data,8,マジラモン,majiramon,Majiramon,Majiramon,・Vedhaka,Holy Dragon,4,2,1,30,10,3,14,18
17.data,9,ミヒラモン,mihiramon,Mihiramon,Mihiramon,・Vimohana,Holy Beast,4,2,2,30,8,4,24,8
17.data,10,メガログラウモン（橙）,megalograwmon_orange,Megalograwmon_Orange,WarGrowlmon (Orange),・Double Edge・Atomic Blaster,Android,4,2,3,35,9,4,12,0
17.data,11,メガログラウモン,megalogrowmon,Megalogrowmon,WarGrowlmon,・Double Edge・Atomic Blaster,Android,4,1,1,35,8,5,12,0
17.data,12,サンティラモン,sandiramon,Sandiramon,Sandiramon,・Krishna,Holy Beast,4,1,2,30,7,5,14,4
17.data,13,デュークモン,dukemon,Dukemon,Gallantmon,・Lightning Joust・Shield of the Just,Holy Knight,5,1,1,55,14,7,14,2
17.data,14,デュークモン（X抗体）,dukemon_x,Dukemon_X,Gallantmon (X Antibody),・Zeig Saber・Shield of the Just,Holy Knight,5,1,0,55,16,7,14,2
17.data,15,メギドラモン,megidramon,Megidramon,Megidramon,・Hell Howling・Megiddo Flame,Evil Dragon,5,1,2,60,12,9,4,21
17.data,16,デュークモン：クリムゾンモード,dukemoncrimsonmode,Dukemon:Crimsonmode,Gallantmon: Crimson Mode,・Invincible Sword・Quo Vadis,Holy Knight,5,1,1,70,16,9,12,17
18.data,0,ゼリモン,zerimon,Zerimon,Zerimon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
18.data,1,グミモン,gummymon,Gummymon,Gummymon,・Double Bubble,Lesser,1,0,2,65535,65535,65535,65535,65535
18.data,2,テリアモン,terriermon,Terriermon,Terriermon,・Terrier Tornado・Blazing Fire・Double Typhoon,Beast,2,3,2,10,3,2,140,140
18.data,3,ガルゴモン,galgomon,Galgomon,Gargomon,・Gatling Arm・Dumdum Uppercut,Beast Man,3,3,2,25,5,3,108,108
18.data,4,トゥルイエモン,turuiemon,Turuiemon,Turuiemon,・Gauntlet Claw,Beast Man,3,2,1,20,5,2,15,8
18.data,5,ハーピモン,harpymon,Harpymon,Harpymon,・Wind Seeker,Mythical Beast,7,4,3,15,4,2,24,12
18.data,6,ウェンディモン,wendimon,Wendimon,Wendigomon,・Howling Destroyer・Club Arm,Beast Man,3,1,4,20,4,3,144,144
18.data,7,ラピッドモン,rapidmon,Rapidmon,Rapidmon,・Rapid Fire・Golden Triangle,Android,4,3,2,35,9,4,85,85
18.data,8,シンドゥーラモン,sinduramon,Sinduramon,Sinduramon,・Puyavaha,Holy Bird,4,2,1,30,8,3,6,13
18.data,9,マクラモン,makuramon,Makuramon,Makuramon,・Raurava,Holy Beast,4,2,2,35,8,4,10,2
18.data,10,アンティラモン（デーヴァ）,andiramon,Andiramon,Antylamon (Deva),・Bunny Blades,Holy Beast,4,2,3,30,7,5,12,8
18.data,11,パジラモン,pajiramon,Pajiramon,Pajiramon,・Vahnijvala,Holy Beast,4,1,0,35,8,4,14,18
18.data,12,アンティラモン,andiramon_2,Andiramon_2,Antylamon,・Meditation Cure・Mantra Chant,Holy Beast,4,1,3,30,7,5,90,90
18.data,13,セントガルゴモン,saintgalgomon,Saintgalgomon,MegaGargomon,・Burst Shot・Giant Missile,Machine,5,3,2,50,18,6,13,9
18.data,14,ケルビモン（善）,cherubimon,Cherubimon,Cherubimon (Good),・Lightning Spear・Heaven's Judgment,Cherub,5,3,1,50,12,7,6,13
18.data,15,ケルビモン（悪）,cherubimon-vice,Cherubimon-Vice,Cherubimon (Black),・Lightning Spear・Heaven's Judgment,Cherub,5,3,1,50,10,8,87,87
18.data,16,ラピッドモン,rapidmon,Rapidmon,Rapidmon,・Rapid Fire・Golden Triangle,Android,4,3,0,60,12,9,85,85
19.data,0,ジャリモン,jyarimon,Jyarimon,Jyarimon,・Heated Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
19.data,1,ギギモン,gigimon,Gigimon,Gigimon,・Hot Bite,Lesser,1,0,2,65535,65535,65535,65535,65535
19.data,2,ギルモン,guilmon,Guilmon,Guilmon,・Rock Breaker・Fire Ball,Reptile,2,1,3,10,3,2,0,0
19.data,3,グラウモン,growmon,Growmon,Growlmon,・Plasma Blade・Exhaust Flame,Dark Dragon,3,1,1,25,4,3,4,0
19.data,4,メガログラウモン,megalogrowmon,Megalogrowmon,WarGrowlmon,・Double Edge・Atomic Blaster,Android,4,1,1,35,8,5,12,0
19.data,5,メディーバルデュークモン,medievaldukemon,Medievaldukemon,MedievalGallantmon,・Rage of Wyvern・Final Crest,Warrior,5,2,0,50,12,8,12,4
19.data,6,デュークモン,dukemon,Dukemon,Gallantmon,・Lightning Joust・Shield of the Just,Holy Knight,5,1,1,55,14,7,14,2
19.data,7,カオスデュークモン,chaosdukemon,Chaosdukemon,ChaosGallantmon,・Demonic Disaster・Judecca Prison,Dark Knight,5,1,2,55,14,9,14,3
20.data,0,キーモン,keemon,Keemon,Keemon,・Pushu,Slime,0,0,2,65535,65535,65535,65535,65535
20.data,1,ヤーモン,yarmon,Yarmon,Yaamon,・Paint Splash,Lesser,1,0,2,65535,65535,65535,65535,65535
20.data,2,インプモン,impmon,Impmon,Impmon,・Summon・Night of Fire,Little Devil,2,1,2,10,3,2,0,3
20.data,3,ウィザーモン,wizarmon,Wizarmon,Wizardmon,・Thunder Cloud,Wizard,3,2,2,20,4,3,92,92
20.data,4,バアルモン,baalmon,Baalmon,Baalmon,・Kamiuchi・Guiltish・Leak Information,Wizard,5,4,2,35,10,4,12,13
20.data,5,ベルゼブモン（2010アニメ版）,beelzebumon-xwars,Beelzebumon-Xwars,Beelzemon (2010 Anime Version),・Death the Cannon・Darkness Claw,Evil King,4,1,2,50,12,8,11,3
20.data,6,ベルゼブモン,beelzebumon,Beelzebumon,Beelzemon,・Darkness Claw・Double Impact,Evil King,5,1,1,55,12,8,23,18
20.data,7,ベルゼブモン：ブラストモード,beelzebumonblastmode,Beelzebumon:Blastmode,Beelzemon: Blast Mode,・Death Slinger・Chaos Flare,Evil King,5,1,1,55,14,9,11,16
21.data,0,レレモン,relemon,Relemon,Relemon,・Transformation,Slime,0,0,2,65535,65535,65535,65535,65535
21.data,1,ポコモン,pokomon,Pokomon,Viximon,・Killing Stone,Lesser,1,0,2,65535,65535,65535,65535,65535
21.data,2,レナモン,renamon,Renamon,Renamon,・Kohenkyo・Diamond Storm,Beast Man,2,2,1,10,3,2,25,12
21.data,3,キュウビモン,kyubimon,Kyubimon,Kyubimon,・Fox Tail Inferno・Dragon Wheel,Mysterious Beast,3,2,1,20,4,3,1,1
21.data,4,タオモン,taomon,Taomon,Taomon,・Talisman of Light,Wizard,4,2,1,35,8,5,33,18
21.data,5,サクヤモン,sakuyamon,Sakuyamon,Sakuyamon,・Izuna・Amethyst Mandala,Deity,5,2,1,50,14,8,10,2
21.data,6,クズハモン,kuzuhamon,Kuzuhamon,Kuzuhamon,・Illuminator・Taizoukai Mandala,Deity,5,2,3,50,12,7,11,3
21.data,7,サクヤモン：巫女モード,sakuyamon:mikomode,Sakuyamon:Mikomode,Sakuyamon: Maid Mode,・,Deity,5,2,2,60,12,7,10,2
22.data,0,ケトモン,ketomon,Ketomon,Ketomon,・Poppin' Tear,Slime,0,0,2,65535,65535,65535,65535,65535
22.data,1,ホップモン,hopmon,Hopmon,Hopmon,・Hop Hip,Baby Dragon,1,0,2,65535,65535,65535,65535,65535
22.data,2,モノドラモン,monodramon,Monodramon,Monodramon,・Crack Bite,Mini Dragon,2,3,2,10,3,2,24,4
22.data,3,ストライクドラモン,strikedramon,Strikedramon,Strikedramon,・Fang Strike,Dragon Man,3,3,2,20,4,3,12,0
22.data,4,サイバードラモン,cyberdramon,Cyberdramon_Android,Cyberdramon,・Desolation Claw,Android,4,3,2,35,10,4,20,3
22.data,5,ジャスティモン：アクセルアーム,justimon,Justimon,Justimon: Accel Arm,・Trinity Arm・Justice Kick,Android,5,3,1,55,14,7,18,14
22.data,6,ジャスティモン：ブリッツアーム,justimon_blitzarm,Justimon_Blitzarm,Justimon: Blitz Arm,・Trinity Arm・Justice Kick,Android,5,3,2,55,14,8,6,13
22.data,7,ジャスティモン：クリティカルアーム,justimon_criticalarm,Justimon_Criticalarm,Justimon: Critical Arm,・Trinity Arm・Justice Kick,Android,5,3,3,55,14,9,12,8
23.data,0,クリモン,curimon,Curimon,Curimon,・Foam,Slime,0,0,2,65535,65535,65535,65535,65535
23.data,1,グリモン,gurimon,Gurimon,Gurimon,・Prickly Attack,Lesser,1,0,2,65535,65535,65535,65535,65535
23.data,2,ガンマモン,gammamon,Gammamon,Gammamon,・Horn Attack・Breaclaw,Ceratopsian,2,1,2,10,3,2,14,4
23.data,3,ベテルガンマモン,betelgammamon,Betelgammamon,BetelGammamon,・Sorblow・Sorshot,Dragon Man,3,3,0,25,5,3,15,14
23.data,4,カウスガンマモン,kausgammamon,Kausgammamon,KausGammamon,・Urda Impulse・Lamberta Kick,Dragon Man,3,2,1,20,4,3,8,8
23.data,5,ウェズンガンマモン,wezengammamon,Wezengammamon,WezenGammamon,・Sedna・Albion,Ceratopsian,3,2,3,15,4,2,13,9
23.data,6,グルスガンマモン,gulusgammamon,Gulusgammamon,GulusGammamon,・Dark Pales・Desdemona・Dead End Skewer,Dragon Man,3,1,4,20,5,3,20,5
23.data,7,カノーヴァイスモン,canoweissmon,Canoweissmon,Canoweissmon,・Gallia Fissure・Dragonia・Meteor Lux・Gran Nova,Sky Dragon,4,3,0,35,12,4,10,17
23.data,8,ブラキモン,brachiomon,Brakimon,Brachiomon,・Brachio Bubble,Plesiosaur,4,2,4,30,8,5,3,20
23.data,9,キメラモン,chimairamon,Chimairamon,Kimeramon,・Heat Viper,Composite,4,2,1,35,12,4,95,95
23.data,10,タンクドラモン,tankdramon,Tankdramon,Tankdramon,・Striver Cannon・Blast Gatling,Machine,4,1,2,30,10,4,23,9
23.data,11,イージスドラモン,ageisdramon,Ageisdramon,Aegisdramon,・Power Water・Blaze Power・Tera Hydro Breath・Shine Breaker,Android,5,3,0,55,14,7,13,1
23.data,12,アルティメットブラキモン,ultimatebrakimon,Ultimatebrakimon,UltimateBrachiomon,・Ultimate Blast・Ultimate Quake,Android,5,2,3,50,12,6,31,0
23.data,13,カオスドラモン,chaosdramon,Chaosdramon,Chaosdramon,・Hyper Infinity Cannon,Machine,5,1,1,55,16,6,4,0
25.data,0,ピョンモン,pyonmon,Pyonmon,Pyonmon,・Earwhip,Slime,0,0,2,65535,65535,65535,65535,65535
25.data,1,ボサモン,bosamon,Bosamon,Bosamon,・Total Earful,Lesser,1,0,2,65535,65535,65535,65535,65535
25.data,2,アンゴラモン,angoramon,Angoramon,Angoramon,・Double Lariat・Petit Tornado・Pyon Dump,Beast,2,3,2,10,3,2,33,12
25.data,3,ジンバーアンゴラモン,symbareangoramon,Symbareangoramon,SymbareAngoramon,・Jive・Render・Break-in Stream,Beast Man,3,3,2,25,5,3,14,8
25.data,4,レオモン,leomon,Leomon,Leomon,・Fist of the Beast King,Beast Man,3,3,0,20,4,3,93,93
25.data,5,コモンドモン,komondomon,Komondomon,Komondomon,・Howling Wiper・Masshigurun,Beast,3,2,1,15,4,2,33,4
25.data,6,ポキュパモン,porcupamon,Porcupamon,Porcupamon,・Madness Broach・Slap and Rip,Puppet,3,1,3,20,5,3,12,4
25.data,7,ラモールモン,lamortmon,Lamortmon,Lamortmon,・Kasaiso・Koha Batto・Fuga Rekkanjin・Gouon Kieizan,Beast,4,3,2,35,12,4,20,8
25.data,8,グラップレオモン,grappuleomon,Grappuleomon,GrapLeomon,・The King of Fists・Cyclonic Kick,Beast Man,4,3,1,30,10,5,18,12
25.data,9,スカルバルキモン,skullbaluchimon,Skullbaluchimon,SkullBaluchimon,・Grave Bone・Deadly Fear,Undead,4,2,1,35,10,4,35,21
25.data,10,ワルもんざえモン,warumonzaemon,Warumonzaemon,WaruMonzaemon,・Heartbreak Attack,Puppet,4,1,4,30,12,4,118,118
25.data,11,アヌビモン,anubimon,Anubimon,Anubismon,・Pyramid Power・Amemit,Deity,5,3,0,55,16,7,10,3
25.data,12,サーベルレオモン,saberleomon,Saberleomon,SaberLeomon,・Howling Crusher,Ancient Beast,5,2,1,50,14,6,114,114
25.data,13,グリフォモン,griffomon,Griffomon,Gryphonmon,・Supersonic Voice,Mythical Beast,5,2,2,55,14,6,31,12
26.data,0,プヨモン,puyomon,Puyomon,Puyomon,・Static Cloud,Slime,0,0,2,65535,65535,65535,65535,65535
26.data,1,プヨヨモン,puyoyomon,Puyoyomon,Puyoyomon,・Static Zone,Lesser,1,0,2,65535,65535,65535,65535,65535
26.data,2,ジェリーモン,jellymon,Jellymon,Jellymon,・Bibi Thunder・Bolt Knuckle・Spiral Kick,Mollusk,2,2,2,10,3,2,33,12
26.data,3,ルカモン,rukamon,Rukamon,Dolphmon,・Shaking Pulse,Sea Animal,3,3,2,25,5,3,144,144
26.data,4,テスラジェリーモン,teslajellymon,Teslajellymon,TeslaJellymon,・Physalist・Punishment Nettle・Vortex Sprite,Mollusk,3,2,0,20,4,3,15,14
26.data,5,ゲソモン,gesomon,Gesomon,Gesomon,・Devil Bashing・Deadly Shade,Mollusk,3,1,1,15,4,2,120,120
26.data,6,マンボモン,manbomon,Manbomon,Manbomon,・Balloon Mine・Global Glove,Mutant,7,4,3,20,5,3,12,4
26.data,7,ホエーモン,whamon,Whamon,Whamon,・Tidal Wave,Sea Animal,4,3,2,35,12,4,89,89
26.data,8,テティスモン,thetismon,Thetismon,Thetismon,・Biri Smasher・Hammer Thunder・Adue World・Dokutease,Aquatic Beast Man,4,2,1,30,10,5,18,12
26.data,9,ハンギョモン,hangyomon,Hangyomon,Divermon,・Strike Fishing,Aquatic Beast Man,4,2,1,35,10,4,112,112
26.data,10,マリンデビモン,marindevimon,Marindevimon,MarineDevimon,・Dark Deluge,Aquatic Beast Man,4,1,4,30,12,4,120,120
26.data,11,マリンエンジェモン,marinangemon,Marinangemon,MarineAngemon,・Ocean Love,Pixie,5,3,0,55,16,7,10,3
26.data,12,エンシェントマーメイモン,ancientmermaimon,Ancientmermaimon,AncientMermaimon,・Great Maelstrom・Crystal Billow,Ancient Aquatic Beast Man,5,2,1,50,14,6,14,8
26.data,13,プクモン,pukumon,Pukumon,Pukumon,・Needle Squall,Mutant,5,1,2,55,14,6,31,12
27.data,0,ボタモン,botamon,Botamon,Botamon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
27.data,1,コロモン,koromon,Koromon,Koromon,・Foam,Lesser,1,0,2,65535,65535,65535,65616,65616
27.data,2,アグモン（黒）,agumon-black,Agumon-Black,Agumon (Black),・Pepper Breath,Reptile,2,1,1,10,3,2,0,0
27.data,3,グレイモン,greymon-first,Greymon,Greymon,・Mega Flame,Dinosaur,3,3,1,25,5,3,83,83
27.data,4,モノクロモン,monochromon,Monochromon,Monochromon,・Volcanic Strike,Armored Dragon,3,2,3,20,5,2,110,110
27.data,5,グレイモン（青）,greymon_blue,Greymon_Blue,Greymon (Blue),・Mega Flame,Dinosaur,3,1,1,25,5,3,4,0
27.data,6,ダークティラノモン,darktyranomon,Darktyranomon,DarkTyrannomon,・Fire Blast,Dinosaur,3,1,2,20,4,3,83,83
